user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,location,coordinates,state,country
Duncs,"Melbourne, Australia",NFT's + Crypto + Metaverse + Outdoors + Goodtimes,2012-11-28 01:47:19+00:00,745,1363,2583,False,2022-02-27 23:59:33+00:00,"Can't wait to hear this #Bapesclan 

#BapesMetavestor #Metaverse https://t.co/usE9K9yrmK","['Bapesclan', 'BapesMetavestor', 'Metaverse']",Twitter Web App,False,"Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",Melbourne, Australia
Putik Gita,"Banyuwangi, Indonesia",just ordinary woman,2016-04-07 03:31:10+00:00,21,130,65,False,2022-02-27 23:59:26+00:00,"@SuperStarPad @binance @Nuls good project.. hopefully will be succes @AhmadYusufianto @Ranta_Midaswara @SariYudhaAgri 
 #Metaverse #Crypto #Metaverselaunchpad #Superstarpad",,Twitter for Android,False,"Banyuwangi, East Java, Indonesia","(-8.2094973, 114.3737201, 0.0)",Banyuwangi, Indonesia
🍑𝗔𝗕𝗗 𝗖𝗫 𝟏𝟎𝟎𝐊🍑,"Dhaka, Bangladesh","🍑🌱🍑𝐅𝐎𝐋𝐋𝐎𝐖 𝐌𝐄 🍑🌱🍑
𝐈 𝐅𝐎𝐋𝐋𝐎𝐖 𝐁𝐀𝐂𝐊 𝐅𝐀𝐒𝐓🍑𝟏𝟎𝟎%𝐈𝐅𝐁🍑
#FOLLOW #BACK 💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯 #BTC #ETH #NFT #LTC #BSC",2021-10-15 18:21:33+00:00,2355,3349,8550,False,2022-02-27 23:59:13+00:00,"Starts Trading on Uniswap and XT Exchanges February 23.Currently, PDX already trades on https://t.co/PSqSJRcPxx and Vindax.This project has a brilliant idea really very promising to benefit from such activities
@PDX_Coin
 #PDXCoin #payments #dapp #PDX #metaverse #uniswap . https://t.co/trzPtTShLi",,Twitter Web App,False,"Dhaka, Dhaka Metropolitan, Dhaka District, Dhaka Division, BZHS, Bangladesh","(23.7861979, 90.4026151, 0.0)",Dhaka, Bangladesh
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:59:04+00:00,"@supertobi64 #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
🈹ㄒ山|几🈯️,"Atlanta, GA",𝕋𝕚𝕞𝕞𝕚𝕚 T̆̈𝙬𝙞𝙣T̑̈𝙬𝙞𝙣 || This the link: https://t.co/yjm4gYbbIc || IG: @timmii_turn3r || AVA’s Dad❤️,2013-06-03 18:46:28+00:00,3965,4975,119194,False,2022-02-27 23:58:57+00:00,"NFT community!!! 📣
Ya go follow @twin_nfts. Will Follow back guaranteed if u ask…looking for mutual support on projects. Potential insight on large upcoming projects, and beneficial community experience. Ya help me😅
#NFTs #community #Metaverse #NFTCommumity #DeFi #blockchain",,Twitter for iPhone,False,"Atlanta, Fulton County, Georgia, United States","(33.7489924, -84.3902644, 0.0)",Atlanta, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:58:46+00:00,"@PeeGee05 @MatrixETF @DEnergizer645 @anietieetim13 @Komie_Silas #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
Duncs,"Melbourne, Australia",NFT's + Crypto + Metaverse + Outdoors + Goodtimes,2012-11-28 01:47:19+00:00,745,1363,2583,False,2022-02-27 23:58:22+00:00,"Cant wait for #spacebapes 

#bapesclan #Metaverse #bapesmetavestor https://t.co/GLnOakEix8","['spacebapes', 'bapesclan', 'Metaverse', 'bapesmetavestor']",Twitter Web App,False,"Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",Melbourne, Australia
HQ Muhammad Ashikur Rahman,Sreemongal,"https://t.co/YXClUUDjtR

Bismillahir Rahmanir Rahim💓
My Bep20↓
0xFD1B47BAc96419D2D29fAcE325794430474FE00E
TG:- https://t.co/4U0JGpVVy3",2021-04-21 14:29:40+00:00,445,2239,2663,False,2022-02-27 23:56:27+00:00,"@TAROVERSEcom I've participated with the rules and regulations, this is Very good and trustable project, and i hope the project will be go to the moon and🚀 making successful to community 🥰✌️

@kalam_circleup 
@NepalHazra3 
@AktherJoba 

#Play2Earn #Giveaway #Metaverse #NFT",,Twitter Web App,False,"Al Arafah Islami Bank Ltd Sreemongal Branch, Central Road, Sreemangal, Moulvibazar District, Sylhet Division, 3210, Bangladesh","(24.3091066, 91.7310214, 0.0)",Al Arafah Islami Bank Ltd Sreemongal Branch, Bangladesh
Meta Monsters Club,United States,"MMC is a collection of 6,000 generative NFTs, each with its own unique look & personality. Each running on polygon for a fast and gas-free experience!",2021-12-05 17:19:46+00:00,141,122,66,False,2022-02-27 23:56:14+00:00,"✅ Follow us to grab your monster when it's on sale  ❤️ and 🔁
✅ Join our server https://t.co/WVFytDu5sw 
📢 Meta Monster #1939 is on sale 👉 https://t.co/1ihVfpPu5q

#crypto #metaverse #nftcollectibles #nftcollectors #nftmagazine #superrare #openseanft #bitcoin",,MetaMonstersClub,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:56:07+00:00,"@mayordraw @_BillionAireSon @LadyofCrypto1 @DaCryptoGeneral @ohale_david @VanessaDefi @SamuelXeus @PrudentSammy @TheEwansEffect #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG",,Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
FogWalkerXᴺᶠᵀ,South Germany,"Artist 🎨 & Collector 🖼️
#NFT #nftartist #nftcollector #digitalart #NFTs

https://t.co/xqPgTQ0m8r",2021-09-16 17:29:37+00:00,646,517,7755,False,2022-02-27 23:56:00+00:00,"Boars Lost in Art 🐗 🎨 🖼

555 AI Generated #NFTs, 277 released next 278 in March 2022.

Price: 0.06 $ETH

https://t.co/D5CKWiA32i

Now availible on #opensea 

#nft #NFTCollection #nftart #nftartist #metaverse  #nftcollector #NFTCommunity #nftdrop https://t.co/rT5ra3STdc",['NFTs'],Twitter Web App,False,"South, Reusrath, Langenfeld (Rheinland), Kreis Mettmann, North Rhine-Westphalia, 40764, Germany","(51.0859543, 6.982486, 0.0)",South, Germany
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:55:49+00:00,"@metaturca #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BplP06","['MiniKishu', 'BSC', 'gaming', 'staking', 'NFT']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
Topcat,United Kingdom,hunting gems #bscGems https://t.co/DNNPEUE1Gy,2021-03-09 15:58:44+00:00,3909,710,187,False,2022-02-27 23:55:41+00:00,@ConnectorCoin bringing celebrities onboard from around the world akon and Charlie sheen are connectors now. Many more celebs showing interest. This is HUGE!!!! Currently at 2.7MC best crypto coin &amp; easy 10x #ConnectorCoin #Cryptos #NFT #NFTs #Metaverse #Ethereum #BSCGem #SHIB https://t.co/fkTXX9c5Hq,,Twitter for Android,False,United Kingdom,"(54.7023545, -3.2765753, 0.0)",United Kingdom,United Kingdom
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:55:32+00:00,"@LycanFinance #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:55:27+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/iK0BBx7vaR","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:55:17+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfnf59h https://t.co/E5boZtvBYE","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:55:13+00:00,"@FeggyPebbles @binance @FEGchris @Crypt0mummy @FEGtoken @Ste_Cha_FEG @FEGtomi @RTRcrypto @wes_spencer @SDtokens @GingerMammoth1 #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG",,Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
YAWPster ⚛️,COSMOS ,#entrepreneur economist turned #NFT collector 💎 passive income seeker #DeFi Decentralized for a reason! $JUNO $NETA $AKT $DVPN $HNT $YLDY $ILV $SCRT $SHD $PASG,2013-02-27 01:10:49+00:00,537,1486,8218,False,2022-02-27 23:55:09+00:00,"#NFTMarketplace launch tomorrow!  #Yawp 🚀  #IBCgang 

I encourage you to go join the @thestrangeclan &amp; @passage3d discord if you are at all interested in #NFTGame #Metaverse #P2E #NFTs https://t.co/r93QATkKdU","['NFTMarketplace', 'Yawp', 'IBCgang']",Twitter for iPhone,False,"Cosmos, Zona Oeste do Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil","(-22.9078051, -43.6144915, 0.0)",Cosmos, Brazil
Megan Love Crypto,"New-York, United States",Keep calm and get crypto,2021-03-03 02:54:59+00:00,1119,592,4283,False,2022-02-27 23:54:51+00:00,"Venly launches MetaRing Membership Your Pass across the
#Metaverse

https://t.co/QFVMNpPCfG https://t.co/RJ2RP7l6XA",['Metaverse'],Twitter Web App,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:54:48+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/cCmNpH5meS","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:54:45+00:00,"@owan_bilal #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:54:39+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/cTdQ5vFcXV","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:54:25+00:00,"@Saitama787 @MAKHACHEVMMA @InuSaitama @Saitamaguru1 @mannythehitman @kleingabriel @ElonMansur #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG",['MiniKishu'],Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:54:14+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/DbMnpOYqsq","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Rawnwolf - Maui Helium Miners,"Maui, Hawaii",Enjoying Helium mining and offering Helium hosting to help local Maui residents ⚔️🍇,2021-12-21 18:40:40+00:00,237,656,1080,False,2022-02-27 23:54:11+00:00,"@HameerHussainn @CoolBoysEClub 
MINTING IS LIVE! 

#NFT #Metaverse #NFTs #NFTCommunity #NFTdrop

https://t.co/s1bIvC0eqy","['NFT', 'Metaverse', 'NFTs', 'NFTCommunity', 'NFTdrop']",Twitter for Android,False,"Maui, Maui County, Hawaii, United States","(20.802956799999997, -156.31068331602177, 0.0)",Maui, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:54:06+00:00,"@S_carlettt @Lovely_finance @TrustWallet #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:56+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/Jf5z1nwJ9K","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:53:48+00:00,"@INotoriousxrp #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:42+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/bTvz58Z2nn","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:53:27+00:00,"@mindandtrading #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:26+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/st6IU2ldoy","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:05+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/USt4UbjrsS","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
tolong dollar,Indonesia,"DUNIA MAYA #BurningMaroo $Maroo  #XummCommunity. Solana Address👇
D5bsCANshp5GUVzJhJgqXBA8NWHYfwfbbWEL47fjzvUx",2020-05-17 14:42:40+00:00,51,1083,3055,False,2022-02-27 23:52:54+00:00,"@LocoMetaGlobal Good project don't Miss 🔥🔥
@ahmadallround
@ismail59940421
@ahmadghazi1809

#LocoMeta #LOCO #NFTs #Metaverse #BSC #smartchain #PlayToEarn #BNB #GameFi","['LocoMeta', 'LOCO', 'NFTs']",Twitter for Android,False,Indonesia,"(-2.4833826, 117.8902853, 0.0)",Indonesia,Indonesia
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:28+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/yCkCDO90ZO","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:24+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/P27GPR6drw","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:52:20+00:00,"@FeggyPebbles @FEGtoken #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming']",Twitter for iPhone,False,"Akwa Ibom, Abak Road, Ediene, Abak, Akwa Ibom, Nigeria","(4.9408638, 7.8412267, 0.0)",Akwa Ibom, Nigeria
#NearX Starfleet,Outer Space,Sniping floors for our Starfleet #HODLers Roadmap & LitePaper: https://t.co/KLbdHhLfso,2022-01-16 18:24:29+00:00,550,107,682,False,2022-02-27 23:52:18+00:00,"@CollectionistSt is building on the #Metaverse 🔥

The #NearXStarfleet is paying a visite👀

#Bullish #NEARnft #NFTSPACESHIP #Collab https://t.co/0kg4NXtSIx","['Metaverse', 'NearXStarfleet', 'Bullish', 'NEARnft']",Twitter for Android,False,"Outer Space, Aber Walk, Stoneygate, Leicester, City of Leicester, East Midlands, England, LE2 2DA, United Kingdom","(52.61713175, -1.101328238691506, 0.0)",Outer Space, United Kingdom
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:11+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/pdjJy9USHn","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
DR PAPAR,"Manchester, England","Doc, HSE professional, Director ERYTHEIA H&C services, the goto to guy.#teamlfc!!!",2012-03-07 03:03:01+00:00,350,443,1379,False,2022-02-27 23:52:09+00:00,Whyyyyy sooooo serrriouss!! Make me laugh in the comments and I can turn that frown upside down…with some exclusive prizes @SmartBeast_nft is watching ! #NFT #lfc #CarabaoCupFinal #Etherum #Metaverse https://t.co/9t60cEJQNR,,Twitter for iPhone,False,"Manchester, Lancashire, North West England, England, M60 2WW, United Kingdom","(53.4794892, -2.2451148, 0.0)",Manchester, United Kingdom
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:00+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/sSRaVNHKp5","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
FunMinder,"Panevėžys, Lietuva",Hello. Whats up guys.,2019-01-27 13:14:30+00:00,16,77,287,False,2022-02-27 23:51:55+00:00,"Go join Meta Pups Club  on discord because this community is really friendly and these NFT's ARE COLD!!🥶🥶

Click link to join this awesome community: https://t.co/z8phBZpLnO

#metapupsclub 
#NFT 
#Metaverse",,Twitter for Android,False,"Panevėžys, Panevėžio miesto savivaldybė, Panevezys County, Lithuania","(55.7344985, 24.3578055, 0.0)",Panevėžys, Lithuania
